id,age,gender,email,business_nature,company,position,payment_method,name,targets
2673,33,Male,gmail.com,Bank / Finance,HSBC,Banking Officer,A,Emil__brittin,24714.55
2674,30,Male,hotmail.com,Bank / Finance,HSBC,Assistant Manager,A,Hardy___berlanga,37950.68
2675,30,Male,gmail.com,Bank / Finance,HSBC,BANKING,,Hosea__LASTRAPES,41417.81;41836.13;42119.96
2676,40,Male,hotmail.com,Bank / Finance,HSBC,manager,A,Jules___THOMASTON,59751.34
2677,36,Male,yahoo.com.hk,Bank / Finance,HSBC,Assistant Manager ,A,Edmond__helie,40448.44;39934.81
2678,31,Male,yahoo.com.hk,Bank / Finance,HSBC,Relationship manager,A,Harold__IBARRA,103054.77;103664.71;102416.92;104078.40;101594.22
2679,29,Male,hotmail.com,Bank / Finance,HSBC,Officer,A,Rolla___wilging,37865.84;38151.56;38377.59;38642.29
2680,25,Female,gmail.com,Bank / Finance,HSBC,Branch Trainee,,Evalyn__mura,18988.22;19147.49
2681,22,Female,gmail.com,Bank / Finance,HSBC,"Officer, Retirement Scheme Services",A,Evelina_muhr,20719.62
2682,20,Female,gmail.com,Bank / Finance,Hsbc,Counter Service,,Faye__HELFRITZ,14884.25;15334.12;15024.66
2683,34,Female,hotmail.com,Bank / Finance,HSBC,CUSTOMER RELATIONS MGR,,Frances___THOMASTON,62651.17;64100.03
2684,27,Male,gmail.com,Other,HSBC,RM,,Tobe___muhl,50164.32;50828.51
2685,36,Male,gmail.com,Bank / Finance,HSBC,Manager,A,Parker_kadner,77302.06;78108.38;78248.56
2686,27,Male,gmail.com,Bank / Finance,HSBC,Trade Finance,A,Wm___thomaston,22466.12;22316.09
2687,25,Female,yahoo.com.hk,Bank / Finance,Hsbc,Analyst,A,Huldah__berlanga,43796.89
2688,41,Male,yahoo.com.hk,Bank / Finance,Hsbc,Banking,A,Waldo__hadder,26675.45;26662.68
2689,46,Male,gmail.com,Bank / Finance,HSBC,Associate Director,,Chester___autobee,188957.84
2690,28,Male,yahoo.com.hk,Bank / Finance,HSBC,Business Relationship Officer,A,Thomas___MELGAREJO,22035.42;22122.71
2691,57,Male,hotmail.com.hk,Bank / Finance,HSBC,SVP,A,Wash___melgarejo,107046.66
2692,23,Female,gmail.com,Bank / Finance,hsbc,customer service officer,,Idell___muhn,22716.26;23220.21;22843.00
2693,33,Male,hotmail.com,Bank / Finance,HSBC,IT,,Robert___jalomo,228429.24;232413.91;229547.63
2694,28,Male,gmail.com,Bank / Finance,HSBC,GBO,A,Almon__MUHR,19857.53;19942.10;19814.86
2695,38,Female,gmail.com,Bank / Finance,HSBC,FINANCE MANAGER,,Inga___czerniak,70882.21;71065.58;71096.11
2696,22,Male,yahoo.com.hk,Bank / Finance,Hsbc,Cso,A,aubrey__muha,19422.58;19431.46
2697,36,Male,gmail.com,Bank / Finance,HSBC,Relationship manager,A,Milton___berlanga,96223.82;96753.69;94942.87
2698,29,Female,gmail.com,Bank / Finance,HSBC,Manager,,Irena_muhr,56776.91;58414.34;58459.37;57752.65;58776.37
2699,34,Male,me.com,Bank / Finance,HSBC,Treasury and Structure Product Specialist,A,Adam__ibarra,57674.90;58522.59;58002.72
2700,21,Male,hotmail.com,Bank / Finance,HSBC,Industrial Placement Trainee,A,Bertram___wilging,13423.23;13051.37
2701,41,Male,yahoo.com,Bank / Finance,HSBC,銀行I.T.,A,Casper___helie,77000.44;76447.55
2702,25,Female,gmail.com,Bank / Finance,HSBC,HCSO,,Jewell_muhl,24316.90;23837.93;23907.85;23891.59;23499.25
2703,27,Male,gmail.com,Bank / Finance,HSBC,Management Associate,,Ellsworth__thomaston,33072.48;33263.94;32661.24
2704,39,Male,gmail.com,Bank / Finance,HSBC,Assistant Manager,A,Louis_VAGT,53652.46;53484.34
2705,24,Female,hotmail.com,Bank / Finance,HSBC ,PRO,A,Kattie_courtenay,27821.89;28368.14;27771.75;27885.13;27355.65
2706,33,Male,gmail.com,Bank / Finance,HSBC Broking Services (Asia) Limited,經紀,A,Ephraim__holster,55980.06;55214.18
2707,27,Male,yahoo.com.hk,Bank / Finance,HSBC HONG KONG,Cs,A,Fay___holster,28579.80;28367.94;28936.55
2708,34,Male,ymail.com,Bank / Finance,HSBC Hong Kong,Relationship Manager,A,Louis_KERNE,58234.96;57404.77
2709,51,Female,gmail.com,Insurance,HSBC Insurance (Asia) Ltd,Wealth Insurance Department,,Lavenia__cipolone,124810.95;124203.10
2710,30,Male,yahoo.com.hk,Bank / Finance,HSBC Private Bank,Trade Processing Officer,A,Hamilton___brittin,23577.12;23437.77;23652.01
2711,24,Male,hotmail.com,Construction,Hsin chong,CT,A,Harris_takacs,20750.51;21217.41;21037.32;20890.06
2712,23,Male,gmail.com,Decoration / Design,Hsin chong,Interior design,A,Dolphus_lastrapes,15190.46;14971.34;14982.81;14796.38;14642.33
2713,24,Female,outlook.com,Decoration / Design,Hsin Chong Construction Group,Interior Designer,A,Leslie__eppes,22744
2714,36,Male,gmail.com,Construction,HSIN CHONG CONSTRUCTION GROUP LTD.  HCCG Building & Civil Engineering (Macau) Ltd. ,Deputy Project Manager,A,Abraham___EPPES,77912.69;77284.79;78152.94
2715,35,Female,gmail.com,Shipping / Trading,HSIT CO LTD,General Officer,C,Lovina_saager,19485.37
2716,58,Male,yahoo.com.hk,Transportation,HTNS (HONG KONG ) LTD,SUPERVISOR,A,HENERY_MELGAREJO,28610.79;28836.60;28998.97;28176.05
2717,37,Male,hotmail.com,Real Estate,Huafa Industrial (HK) Ltd,Sales and Marketing Manager,,Lou_GOODEMOTE,40883.52;40446.53;40635.19;40462.67
2718,26,Female,hotmail.com,Investment / Fund Management,huahao international group company limited,receptionist ,,lulie_times,21569.97;22050.82
2719,28,Male,gmail.com,Investment / Fund Management,Huarong International Financial Holding Limited ,I.T.,,Mat___muhr,29044.98;28510.58
2720,40,Male,yahoo.com.hk,Communications,"Huawei Tech. Investment Co., Ltd.",Project Manager,,Rollin_couvillion,77564.41
2721,24,Male,gmail.com,Retail / Wholesale,Hugo boss ,Sales,A,Sol_mcelhenney,22797.76;22848.63;22452.33;22585.94
2722,54,Male,gmail.com,Retail / Wholesale,Hugo Boss Hong Kong Limited,Fabric Manager,A,Steven_kerne,62516.59;63186.67
2723,26,Male,gmail.com,Retail / Wholesale,Hugo boss limited company,sale assoicate,A,verne_ibarra,31328.87;31231.31;32061.27;31754.80;31631.29
2724,36,Female,yahoo.com.hk,Retail / Wholesale,Huhtamaki Hong Kong Limited,Account Clerk,A,Magnolia_thomaston,16089.99;16335.04;16255.20;16333.81
2725,45,Male,yahoo.com.hk,Investment / Fund Management,HUI BANG INVESTMENT GROUP COMPANY LIMITED,Driver,C,Benjamin___CERINO,36303.26;36418.06
2726,38,Female,hotmail.com,Medical Services,HUMAN HEALTH (HK) LTD,senior acc. clerk,,Margeret___MELGAREJO,20469.53
2727,34,Male,gmail.com,Food Services,HUNDRED ART INVESTMENTS LTD,BARTENDER,A,West___kerne,21646.66;21881.56;21994.16;21942.80
2728,30,Male,hotmail.com,Retail / Wholesale,HUNDRED ELITE LTD,公司董事,B,wm___vijayan,32577.91;32557.00;31961.32;32852.61;32533.36
2729,46,Female,yahoo.com.hk,Other,Hung Hing Printing Limited,Clerk,,margery_fashaw,15303.05
2730,36,Male,163.com,Retail / Wholesale,HUNG LEE SEAFOOD,採購員,A,Adelbert__helie,44219.57;44351.55;42911.21;43987.29;43712.41
2731,26,Male,gmail.com,Construction,Hung Ngai Electricity Engineering Company Limited ,電工,A,Alma_IBARRA,26168.08;25255.92
2732,51,Male,yahoo.com.hk,Bank / Finance,Hung Sing Securities Limited ,Accounting ,,Hosea__hersberger,24512.37;24633.24;24631.55
2733,20,Male,gmail.com,Food Services,Hungry elephant,Bar attendant,A,Aron___zmolek,17979.53
2734,42,Male,yahoo.com.hk,Construction,Hunter Engineering (hk) LTD,Construction Worker,C,axel___brittin,26447.67;27101.76;26927.17;26661.64;27247.84
2735,38,Female,gmail.com,Construction,Hunter material limited,clerk ,C,Sarah___thomaston,21051.74;21134.51;20996.64
2736,36,Male,gmail.com,Communications,Hutchison,SALES,A,Ray_THOMASTON,27996.12;27679.09;27931.98
2737,41,Male,gmail.com,Communications,Hutchison Global Communicationa Limited,Engineer,,Bennett__SCHRANTZ,30296.85
2738,38,Male,live.hk,Communications,Hutchison HK LTD,Supervisor,A,Brown__koerper,29733.5
2739,49,Female,yahoo.com.hk,IT,Hutchison Internation Ltd,Account Clerk,A,Media__czerniak,18335.02;18523.35
2740,41,Male,hotmail.com,Transportation,Hutchison Port Holdings,Project Manager ,A,Buck__sepulbeda,80390.24;81619.65;81852.03;82523.36
2741,59,Male,sina.com,Other,hutchison property group,保安員,A,Lon___KOERPER,22138.93;21527.47;22047.28;22314.33
2742,40,Female,hotmail.com,Other,Hutchison Property Group Limited,Clerk,A,Millicent_saager,22707.72;22938.86;22615.64;23508.51
2743,26,Female,gmail.com,Legal Services,Hutchison Property Group Limited,文員,,Nena_PEZLEY,16869.01;16644.08
2744,38,Male,hotmail.com,Communications,Hutchison telecom LTD,Telecom,A,Colonel___cracraft,24639.58;24016.50;24733.69;24315.52
2745,34,Male,hotmail.com,Communications,Hutchison Telecom Ltd,Senior Business Analysis Executive,A,Elton_jalomo,36184.82
2746,37,Male,yahoo.com.hk,IT,Hutchison telecommunication,Assisant Sales Manager,A,Edd__cerino,53007.52;51279.22;51924.61;52589.57;52202.38
2747,37,Male,hotmail.com,Communications,Hutchison Telecommunication LTd,Customer Service,A,Harold___KERNE,38930.03;39427.56;38314.14;39908.80;38946.92
2748,30,Male,victorchan.net,Communications,Hutchison Telecommunications (Hong Kong) Limited,Retail Sales Representative,A,Elza__muhl,35367.28
2749,38,Male,gmail.com,Communications,HUTCHISON TELECOMMUNICATIONS (HONG KONG) LIMITED,Account Executive,,Gerald_HELIE,35133.83;33703.78;34868.54;34689.41
2750,44,Male,hwl.com.hk,IT,Hutchison Whampoa Limited,Assistant Manager,A,Ivy__kerne,65583.19;67757.84;65515.63;67267.40;66232.18
2751,30,Male,gmail.com,Hotel / Tourism,Hyatt Regency sha tin,Hospitality,A,Johnie_thomaston,24848.48
2752,39,Male,gmail.com,Food Services,Hyatt Sha Tin,廚師,,Judge__NESLUSAN,16591.39;16482.29;16357.29;16377.58
2753,19,Female,ymail.com,Food Services,Hyena pub,侍應,B,Zula__mugg,11805.07;11980.00;11614.30;11706.41;11706.57
2754,28,Male,yahoo.com.hk,Other,Hype dance studio,Supervisor,A,Cassius__koerper,24116.83;24185.02;24079.77
2755,26,Female,gmail.com,Other,Hyperlink Holdings Ltd,移民顧問,,Ocie_furness,17682.93;17661.27
2756,30,Female,yahoo.com.hk,Retail / Wholesale,I - MENEU WORKSHOP LIMITED,經理,,almeda_berlanga,14218.88;13705.89
2757,31,Male,yahoo.com,Shipping / Trading,I & B Group Limited ,物流,B,Hoyt__ibarra,32554.22
2758,38,Male,hotmail.com,Beauty / Fitness,I hair,Creative stylist,A,Lenard_koerper,19618.86;19895.51;19978.23;19883.50
2759,47,Male,gmail.com,Other,I HAIR SALON,HAIRSTYLIST,,Minor___KERNE,17477.29;17707.27;17632.14;17615.12;17569.01
2760,24,Male,gmail.com,IT,i signage ltd,support &service,A,Morton__furness,25625.83;25271.28
2761,30,Female,yahoo.com.hk,Medical Services,I Smile Limited ,DSA,A,Orilla__kerne,22104.16;22085.95;22076.94;22064.30;21939.41
2762,23,Female,yahoo.com.hk,Management / Human Resource,I-admin,文員,A,Osie__demman,21664.58;21470.17;21048.60;21454.44;21251.19
2763,27,Male,gmail.com,Communications,i-cable,sales,,murray___muhl,16387.13;16060.08;16085.29;16019.77
2764,31,Male,gmail.com,Entertainment / Media,i-Cable Entertainment Limited,Video Editor,,Nat___muhl,15108.09;15258.86;15325.32;15148.81;15545.70
2765,41,Male,163.com,Retail / Wholesale,I-Dragon World Ltd,Shop Manager,A,Claude_BRITTIN,48083.18;48992.60;48358.78
2766,30,Female,msn.com,Retail / Wholesale,I-Dragon World LTD.,Photographic consultant,,Pansy__muhl,25185.19;25541.76;25366.20
2767,19,Male,gmail.com,IT,i-one,店務員,C,Newell_ibarra,11796.01;11851.78;11657.00;12009.96;11822.91
2768,26,Male,hotmail.com,Retail / Wholesale,I.T,Sales,A,Norris__schrantz,18585.19
2769,24,Male,gmail.com,Retail / Wholesale,I.T,Sales,A,Pedro__muhl,17677.64;17683.58;17852.36
2770,26,Male,yahoo.com.hk,Retail / Wholesale,i.t,sales,,rollie___ledoux,21327.76
2771,22,Female,gmail.com,Retail / Wholesale,I.T,Sales,,Ray___hadden,25942.32
2772,32,Female,hotmail.com,Retail / Wholesale,I.T,Cashier,A,Georgie__fashaw,24605.91;24881.43;24639.88;24430.82
2773,26,Male,gmail.com,Retail / Wholesale,i.t apparels Limited,零售,,Sandy_kerns,19762.84;19786.55;19400.25;19357.16
2774,23,Male,gmail.com,Retail / Wholesale,I.T Apparels Limited,Programmer,A,Adam___kerne,21791.57
2775,35,Male,yahoo.com.hk,Retail / Wholesale,I.T Appears Ltd,assistant supervisor ,A,Harley___koerper,26906.49;26360.25;26890.91
2776,23,Female,gmail.com,Manufacturing,I.T. Apparels Limited,Designer,A,Rosia__hadden,16573.27;16684.61;16436.48
2777,20,Female,live.hk,Food Services,I's Land Cafe,咖啡師,C,Rowena___mimozo,17314.33;17343.36
2778,26,Female,gmail.com,IT,iAdvantage Limited,文員,A,shirley___mcelhenney,16762.33
2779,26,Male,hotmail.com,IT,iAdvantage Ltd.,tech support officer,A,Wilber___burmeister,24954.31;24790.50;24446.30;24999.66
2780,48,Male,gmail.com,IT,IAHGames Hong Kong Limited,Managing Director,,Wilburn__koerper,71269.29;71750.37
2781,38,Male,gmail.com,Construction,ibi limited,manager ,,Verne__burmeister,34140.32;34028.95
2782,30,Male,yahoo.com.hk,Hotel / Tourism,IBIS NORTh point,Assistant Manager,A,Wyatt_MUHR,25477.70;24608.12
2783,26,Male,yahoo.com.hk,IT,IBM,IT engineer,A,Davis_takach,43991.72
2784,33,Male,gmail.com,IT,IBM Hong Kong Limited,system operator,A,Dell__melgarejo,29760.70;30536.78;30147.44;30078.18;30168.59
2785,42,Female,gmail.com,Other,IC GROUP HK LTD,SENIOR MERCHANDISER,A,Tabitha_MELGAREJO,39978.67
2786,42,Male,gmail.com,Advertising / Marketing,iCable Communications Ltd.,Group Sales Manager,A,doc__muhl,112301.36;114792.03;113719.71;112237.86
2787,23,Male,gmail.com,Bank / Finance,ICBC,Clerk,,Fate__reutzel,12602.17;12555.52;12740.21;12642.24
2788,38,Male,gmail.com,Bank / Finance,ICBC International Holdings Limited,SYSTEM ANALYST,A,frederic__thomaston,51046.26;50577.08
2789,42,Female,gmail.com,Bank / Finance,ICBC Limited,Assistant manager,A,Thomas___kerne,35086.74
2790,33,Female,yahoo.com.hk,Bank / Finance,ICBC(Asia) Ltd,Officer,A,Verdie__wilging,24163.78;24318.60;24603.32
2791,24,Female,hotmail.com,Other,ICCP Limited,Member Service Executive,,Walter_helin,17036.73;16794.09;16589.61;16648.77
2792,19,,yahoo.com.hk,Food Services,Ice' licious,Student,A,Zetta___autobee,6477.42;6411.18;6645.64
2793,23,Female,yahoo.com.hk,Food Services,ICHIRAN,WAITRESS,,wanda_kerne,29060.09;29067.66
2794,25,Female,gmail.com,Food Services,Ichiran,侍應,,zoa__bonamico,27302.90;27416.49;27595.14;27145.83
2795,24,Female,gmail.com,Food Services,Ichiran Hong Kong ,Shop staff,,Abigail__KERNE,25992.73;26427.99
2796,25,Female,hotmail.com,Food Services,ichiran hong kong Limited,waitress,A,Zona_DEWULF,19491.68;19195.01;19437.25;19723.70;19412.43
2797,28,Male,gmail.com,Retail / Wholesale,ICL Company Limited,銷售員,,Harlan___berlanga,11719.12;11809.84
2798,32,Male,gmail.com,Airlines,ICLP,Clerk,A,Arvid_WHIPPLE,22269.58;22285.39;22208.43
2799,27,Male,gmail.com,IT,icon business systems ltd,sales consultant,,harve__muhl,20557.31;20790.41;20369.66;20526.26
2800,30,Female,gmail.com,Entertainment / Media,icon Group Limited,Admin Officer,C,Albertina___lothrop,29027.08;28716.32;28522.23;28126.38
2801,37,Male,yahoo.com.hk,Engineering,Icong limited ,技術員,A,Henderson_muhl,35633.41;35084.44;35570.22;35019.29;35677.96
2802,22,Male,hotmail.com,Food Services,Iconic h,Chef,C,Johnny_mugg,21212.11;20887.42;21347.15;21409.85
2803,24,Male,hotmail.com,Other,Iconic Hk Limited,Bartender,,Logan___soulia,19858.87;19435.24;19755.81;19416.01
2804,34,Male,yahoo.com.hk,Other,ICQ (HK) Limited,Labortory,,Tyler_schrantz,39601.05;39863.79;39823.22
2805,30,Male,gmail.com,Beauty / Fitness,IDance,Assistant Shop Manager,A,Mason_melgarejo,32439.55;31781.17;32405.07;32477.21;31961.02
2806,23,Male,gmail.com,Decoration / Design,Idea & solutions ,Graphics designer ,C,Merle___helke,18777.19;18903.38;18856.10
2807,41,Male,yahoo.com.hk,Manufacturing,IDEAL FASTENER ASIA LIMITED,SR. CREDIT CONTROL OFFICER,,Merritt___THOMASTON,27915.48;27513.48;27600.17;27083.15
2808,19,Male,gmail.com,Social Services,Ideal Home,Estate Agent,B,Noel___panora,10957.11;11085.69
2809,46,Male,gmail.com,Manufacturing,ideal profit intl ltd,sales manager,,volney_dewulf,20099.35
2810,40,Male,gmail.com,IT,"iDesign IT Consulting Co., Ltd.",IT Manager,A,Valentine___melgarejo,36134.68;35781.56
2811,28,Male,gmail.com,Decoration / Design,Ieo,電工,B,wellington___kadner,28799.55;28652.92;28110.96
2812,30,Male,gmail.com,Bank / Finance,iFast Financial (HK) Limited,IT Specialist,,Lonzo__MUHL,24736.66;24206.46;24802.22;24286.95
2813,25,Male,yahoo.com.hk,Management / Human Resource,IFC,保安,A,orval_dinnendahl,23019.04;22868.04;22799.58;23086.00
2814,33,Male,gmail.com,Retail / Wholesale,iFlight Technology Company Limited,Sales Consultant,A,Abel_dewulf,31684.98;30996.75;31408.53
2815,36,Male,gmail.com,Bank / Finance,IFN Financial Press Limited,Manager,A,Adrian___thomaston,52965.31;52965.65;52729.21;53232.49;53075.19
2816,27,Female,gmail.com,Education,IIMURA RIE,Managing Director,B,ALBINA___RUMPS,34508.64;35276.77;34660.48;33978.80
2817,21,Male,gmail.com,Retail / Wholesale,IKEA,assistant,A,alphonse_muhl,10416.59;10684.39;10561.00;10637.72;10493.36
2818,33,Female,yahoo.com.hk,Retail / Wholesale,Ikea,收銀,,Goldie_autobee,19941.43;20168.29;20273.23;20241.34
2819,27,Male,yahoo.com.hk,Retail / Wholesale,ikea,文員,A,Carter___jalomo,15716.41
2820,31,Male,gmail.com,Retail / Wholesale,IKEA Hong Kong,Graphic Communicator,A,Cary_autobee,18367.88;18508.32;18720.22;18582.78;18603.30
2821,45,Female,yahoo.com.hk,Professional Services / Consultation,IKOREA Fashion & accessories Express,賣手,,Alyce_VAGT,30509.14
2822,20,Male,abc.com,Social Services,IL COLPO Pacific Place ,髮型師,,Wallace__DEWULF,11514.07;11408.38;11546.95;11528.27;11836.35
2823,27,Male,gmail.com,Beauty / Fitness,il colpo platinum,Junior,A,Cleveland__shindler,11963.15
2824,29,,,Other,Image Pro,製作助理,,Franklin_verble,13675.05;13612.99;13665.87;13858.24
2825,20,Male,hotmail.com,Food Services,Imagine,調酒師,C,Crawford___koerper,20397.72;19986.44
2826,33,Female,,Advertising / Marketing,Imaginex group,Senior PR executive,A,Amie_schrantz,27348.18
2827,25,Male,yahoo.com.hk,Other,ime,full time,,Alpha___IBARRA,13221.05;13324.71;13376.64
2828,21,Male,yahoo.com.hk,Professional Services / Consultation,IMITEX (HK) LIMITED,Account Manager,B,Curt_JALOMO,23015.31;22716.27;23043.90;23118.91;22803.30
2829,49,Male,netvigator.com,Government,immigration,civil servants,,Duncan__furness,47334.32;46706.14
2830,56,Male,ymail.com,Government,IMMIGRATION DEPARTMENT,cia,,early___thomaston,51509.27;52189.72;52389.03
2831,40,Male,yahoo.com.hk,Retail / Wholesale,impart,Assistant Manager,C,Ernst__hadden,45001.16;44237.94
2832,31,Male,yahoo.com.hk,Bank / Finance,imperial accounting ltd,marketing director,A,algie__koerper,55789.44;56518.79
2833,41,Male,gmail.com,Management / Human Resource,IMPERIAL PARKING (HK) LTD,OPERATION MANAGER,,Frances__MUHL,25385.64;25189.37;25631.16;25429.06;25317.86
2834,42,Male,hotmail.com,Decoration / Design,IMS 512 Ltd,COST ACCOUNTANT,A,Gene_MUGG,52560.42;51833.41;52116.17;52498.02;52687.70
2835,29,Male,gmail.com,IT,iMusicTech,,,Loren_ledoux,26474.85;25638.02;26476.09;26194.44;25725.19
2836,22,Male,gmail.com,IT,iN and iN Management Limited,Web Programmer,C,Hal__muhn,17443.19
2837,25,Male,gmail.com,IT,iN and iN Management Ltd,Web Programmer,,Hamp_muhl,19527.84;19185.21;19160.15
2838,57,Male,yahoo.com.hk,Education,In Consulting Group Ltd ( So-In Education Ltd ),Logistics Officer,A,Paul_muha,15731.35;15854.32
2839,47,Male,gmail.com,Beauty / Fitness,In Express recreation management ltd,Sales Manager,,Hezekiah___holstad,55289.85;54631.03;55703.33;55318.82;55424.64
2840,38,Male,yahh.com.hk,Food Services,INAKAYA,Head Chef,A,lawson___piccolo,27559.74;27968.80
2841,25,Female,hotmail.com,Retail / Wholesale,Incredible,Sales,B,Permelia__HADDER,19090.42;19081.13;19445.48;19299.71
2842,25,Male,hotmail.com,Hotel / Tourism,Indigo hotel,senior host ,A,Alpha___holster,26715.22
2843,23,Female,hotmail.com,Retail / Wholesale,Inditex,Sales,A,Angela_jalomo,23468.59
2844,36,Female,gmail.com,Retail / Wholesale,inditex ltd co.(zara) ,personal style sales,A,annis_koerper,20301.04;20211.44
2845,20,Male,gmail.com,Shipping / Trading,indra company limited,文員,A,luis_muhl,12890.07;13016.23;13004.12;12743.23
2846,28,Male,gmail.com,Bank / Finance,INDUSTRIAL BANK CO LTD,MANAGER,,Mathias_kerne,24249.62;24278.42;24011.37;24054.97
2847,37,Male,emiltse.com,Transportation,Infinite Force Cargo Service (HK) Ltd. ,Operation Clerk ,,Olin__helie,19632.35;19774.38;19353.64;19725.59;19582.61
2848,19,Male,yahoo.com.hk,Other,infinite sport,sales,C,cleo___ibarra,20848.03;21070.70
2849,39,Male,gmail.com,Hotel / Tourism,Infinity Travel Services Limited,General Manager,C,Russel__mimozo,35478.21;35797.08;34956.94;35353.63
2850,27,Male,hotmail.com,Airlines,Inflight Sales Group,customer service executive,,Parker_reutzel,14893.34;14868.25
2851,24,Male,gmail.com,IT,INFOCAN COMPUTER (HONG KONG) LIMITED ,Senoir Systems Engineer,A,Pleasant___araque,26153.34
2852,34,Male,gmail.com,IT,Infocean,senior analyst program,,benjamin__hadden,36279.64;36845.02;36790.79
2853,43,Male,trendtaghk.com,IT,Infolead Dynamic Limited,System Manager,C,Lafe___vagt,32861.29
2854,35,Male,outlook.com,Bank / Finance,Infotech service hk ltd ,System analyst,A,Mary___melgarejo,67205.29;66814.09
2855,28,Male,gmail.com,IT,InfoTech Services (Hong Kong) Limited,Analyst Programmer,A,Reginald__dewulf,52973.65;52812.17
2856,42,Male,yahoo.com.hk,IT,InfoTech Services (Hong Kong) Ltd,System Analyst,A,Gabe__KERNE,65562.52;64663.04
2857,41,Male,gmail.com,Retail / Wholesale,Infrascan (HK) Ltd,System and database Admin,C,Rich_garren,24615.22;24932.22;24800.32;24473.84;24751.54
2858,35,Female,gmail.com,Bank / Finance,ING Bank NV,Officer,,Beryl__kertz,35650.82
2859,27,Male,gmail.com,Retail / Wholesale,Ingram Micro (China) Ltd,Account Executive,A,rich___keros,31416.01;30723.96
2860,26,Male,hotmail.com,Beauty / Fitness,INGRID MILLET,CONSULTANT,A,Ishmael___FURNESS,22168.37;22187.21;22052.44;22258.39
2861,33,Female,yahoo.com.hk,Retail / Wholesale,Ingrid Millet Ltd,administration,A,Carol_cracraft,15876.47;15770.40;15856.27;16155.30;15802.59
2862,34,Female,yahoo.com.hk,Retail / Wholesale,INGRID MILLET LTD,Purchasing,,Carra__KERNE,25919.21;26459.19
2863,21,Female,msn.com,Beauty / Fitness,Ingrid millet ltd,Clerk,A,Clarence__KADNER,17381.92;17398.55;17134.86;17787.19
2864,22,Male,gmail.com,Beauty / Fitness,Ingrid Millet Ltd,Datclk,A,Philip_kerne,15512.37
2865,31,Male,hotmail.com,Decoration / Design,Inifini Digital Creation,Digital Visualizer,,Nicholas_kuroda,25144.27;25198.18
2866,24,Male,gmail.com,Retail / Wholesale,INITIAL FASHION,SALES,,Seth_VERBLE,21643.59;21460.23;21556.07
2867,22,Male,gmail.com,IT,Initial Innovation Limited,Full time programmer,C,Russell_HOLSTAD,13639.59;13732.61
2868,26,Male,gmail.com,Advertising / Marketing,ink-ad,designer,C,Seymour_MUHL,21731.66;22066.06
2869,50,Female,gmail.com,Government,Inland Revenue Department,Clerk,A,Clarinda___KOERPER,27965.83
2870,32,Male,hotmail.com,Government,Inland Revenue Department,Contract Assistant Assessor ,,Solon_FURNESS,34835.08
2871,28,Male,yahoo.com.hk,Government,"Inland Revenue Department, HKSAR",Assistant Assessor,,Stuart___kerne,39768.45;39901.57;40039.06
2872,39,Male,gmail.com,Advertising / Marketing,Inmagine (HK) Limited,Saleman,,Thaddeus_koerper,48019.29;48869.37;48303.65
2873,50,Male,gmail.com,Hotel / Tourism,Inn Hotel,Hotel Manager,A,tim__melgarejo,38460.43;38504.61;38270.45;38092.38;38090.91
2874,36,Male,hotmail.com,Advertising / Marketing,Innity,Senior Sales Manager,A,Jules__helfritz,39991.82
2875,27,Female,yahoo.com.hk,Advertising / Marketing,Innity China Ltd,Accounts Clerk,A,Julia___melgarejo,23800.91
2876,37,Female,gmail.com,Advertising / Marketing,Innocept creation Limited,Admins Executive ,C,Delphia__delcourt,18847.71;19080.62;18880.31;19241.60
2877,24,Male,gmail.com,Accounting,Innomind Commercial Limited,經理,A,Jake___schrantz,22733.43;23310.89
2878,29,Male,gmail.com,Professional Services / Consultation,Innovare,To be confirmed,,Winfred__muhl,35235.34
2879,31,Male,gmail.com,Advertising / Marketing,Innovation Network and Design (Group) Limited,Consultant,,Hampton_THOMASTON,15479.36;15391.51;15535.45;15583.06;15320.32
2880,30,Male,gmail.com,Retail / Wholesale,Innovative Concept Media Tech Limited,shareholder,B,Lon__kuroda,35130.60;35161.04;35726.88;35869.73
2881,25,Female,gmail.com,Advertising / Marketing,Innovative Digital Media Limited,Senior Account Executive,,Ethyl_muhl,27917.48;27629.92;27470.64
2882,34,Female,yahoo.com.hk,Beauty / Fitness,INS Beauty,Beautician,C,Indiana___helie,15242.59;15492.01;15431.73;15556.01
2883,31,Male,gmail.com,IT,Insight robotics limited ,CEO,A,Alton_muhl,70292.87;69330.77;68507.37
2884,32,Male,gmail.com,IT,Insight Robotics Ltd,Chief Science Officer (Software Engineer),A,Asbury_thierauf,49661.74
2885,53,Male,gmail.com,Manufacturing,Integral Product Design Ltd.,project manager,A,Hosea_kerne,42006.47;42784.60;42319.22;42442.07
2886,44,Male,hotmail.com,Other,Integrity service limited,Assistant Manager,A,Kelly_thomaston,15239.51;15745.33
2887,45,Male,msn.com,Management / Human Resource,INTEL,Product Manager,A,Bart_HELLE,77538.74
2888,36,Female,yahoo.com,Retail / Wholesale,Intellitech Electronics Enterprises Ltd,Assistant Accountant,,Dillie___DITTBRENNER,25374.86;25720.88;25620.20;25586.28;25900.24
2889,21,,yahoo.com.hk,Hotel / Tourism,InterContinental,Waiter,,Eldridge___verble,5230.25;5211.15;5219.55
2890,23,,hotmail.com,Food Services,Intercontinental hong kong,酒店業,A,Benton_MUHR,22970.81;23099.86
